Indicator,Location,Month,value
Sulphur dioxide SO₂: Average, 248th kindergarten,2008-08,
Sulphur dioxide SO₂: Average, 248th kindergarten,2008-07,
Sulphur dioxide SO₂: Average, 248th kindergarten,2008-06,
Sulphur dioxide SO₂: Average, 248th kindergarten,2008-05,
Sulphur dioxide SO₂: Average, 248th kindergarten,2008-04,
Sulphur dioxide SO₂: Average, 248th kindergarten,2008-03,
Sulphur dioxide SO₂: Average, 248th kindergarten,2008-02,
Sulphur dioxide SO₂: Average, 248th kindergarten,2008-01,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-12,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-11,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-10,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-09,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-08,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-07,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-06,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-05,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-04,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-03,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-02,
Sulphur dioxide SO₂: Average, 248th kindergarten,2007-01,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-12,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-11,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-10,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-09,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-08,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-07,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-06,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-05,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-04,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-03,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-02,
Sulphur dioxide SO₂: Average, 248th kindergarten,2006-01,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-12,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-11,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-10,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-09,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-08,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-07,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-06,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-05,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-04,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-03,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-02,
Sulphur dioxide SO₂: Average, 248th kindergarten,2005-01,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-12,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-11,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-10,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-09,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-08,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-07,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-06,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-05,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-04,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-03,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-02,
Sulphur dioxide SO₂: Average, 248th kindergarten,2004-01,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-12,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-11,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-10,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-09,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-08,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-07,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-06,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-05,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-04,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-03,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-02,
Sulphur dioxide SO₂: Average, 248th kindergarten,2003-01,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-12,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-11,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-10,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-09,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-08,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-07,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-06,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-05,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-04,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-03,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-02,
Sulphur dioxide SO₂: Average, 248th kindergarten,2002-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2026-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2026-07,0.005
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2026-06,0.005
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2026-05,0.014
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2026-04,0.017
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2026-03,0.027
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2026-02,0.033
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2026-01,0.038
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-12,0.041
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-11,0.037
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-10,0.013
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-09,0.008
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-08,0.007
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-07,0.005
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-06,0.012
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-05,0.006
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-04,0.021
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-02,0.035
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2025-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-12,0.039
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-11,0.015
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-10,0.012
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-09,0.002
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-06,0.002
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-04,0.003
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-03,0.013
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-02,0.032
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2024-01,0.032
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-12,0.03
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-11,0.019
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-10,0.009
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-09,0.004
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-08,0.004
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-07,0.009
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-06,0.007
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-05,0.013
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-04,0.023
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-03,0.023
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-02,0.031
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2023-01,0.044
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-12,0.041
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-11,0.02
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-10,0.028
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-09,0.012
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-08,0.011
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-07,0.014
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-06,0.012
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-05,0.014
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-04,0.019
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-03,0.021
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-02,0.033
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2022-01,0.044
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-12,0.055
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-11,0.025
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-10,0.014
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-09,0.007
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-08,0.006
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-07,0.01
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-06,0.007
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-05,0.012
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-04,0.017
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-03,0.025
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-02,0.048
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2021-01,0.105
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-12,0.1
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-11,0.028
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2020-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2019-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2018-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2017-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2016-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2015-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2014-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2013-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2012-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2011-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2010-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2009-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-11,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-10,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-09,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-08,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-07,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-06,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-05,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-04,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-03,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-02,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2008-01,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2007-12,
Sulphur dioxide SO₂: Average, Bogd khan palace museum,2007-11,
