Region,Age group,Gender,Year,value
 Selenge,45-49,Total,2019,81.4
 Selenge,45-49,Total,2018,91.0
 Selenge,45-49,Total,2017,85.2
 Selenge,45-49,Total,2016,78.1
 Selenge,45-49,Total,2015,74.5
 Selenge,45-49,Total,2014,75.4
 Selenge,45-49,Total,2013,80.7
 Selenge,45-49,Total,2012,82.1
 Selenge,45-49,Total,2011,85.3
 Selenge,45-49,Total,2010,91.6
 Selenge,45-49,Total,2009,91.0
 Selenge,45-49, Male,2025,87.6
 Selenge,45-49, Male,2024,69.0
 Selenge,45-49, Male,2023,52.4
 Selenge,45-49, Male,2022,41.5
 Selenge,45-49, Male,2021,75.0
 Selenge,45-49, Male,2020,76.7
 Selenge,45-49, Male,2019,86.0
 Selenge,45-49, Male,2018,89.1
 Selenge,45-49, Male,2017,87.2
 Selenge,45-49, Male,2016,70.1
 Selenge,45-49, Male,2015,76.4
 Selenge,45-49, Male,2014,77.6
 Selenge,45-49, Male,2013,90.0
 Selenge,45-49, Male,2012,81.5
 Selenge,45-49, Male,2011,83.3
 Selenge,45-49, Male,2010,90.5
 Selenge,45-49, Male,2009,87.4
 Selenge,45-49, Female,2025,82.6
 Selenge,45-49, Female,2024,73.1
 Selenge,45-49, Female,2023,49.7
 Selenge,45-49, Female,2022,46.2
 Selenge,45-49, Female,2021,67.2
 Selenge,45-49, Female,2020,77.3
 Selenge,45-49, Female,2019,76.5
 Selenge,45-49, Female,2018,92.5
 Selenge,45-49, Female,2017,83.7
 Selenge,45-49, Female,2016,86.4
 Selenge,45-49, Female,2015,72.4
 Selenge,45-49, Female,2014,73.3
 Selenge,45-49, Female,2013,71.9
 Selenge,45-49, Female,2012,82.6
 Selenge,45-49, Female,2011,87.2
 Selenge,45-49, Female,2010,92.5
 Selenge,45-49, Female,2009,94.3
 Selenge,50-54,Total,2025,88.1
 Selenge,50-54,Total,2024,64.6
 Selenge,50-54,Total,2023,33.2
 Selenge,50-54,Total,2022,55.2
 Selenge,50-54,Total,2021,54.8
 Selenge,50-54,Total,2020,56.0
 Selenge,50-54,Total,2019,65.0
 Selenge,50-54,Total,2018,81.0
 Selenge,50-54,Total,2017,81.1
 Selenge,50-54,Total,2016,64.9
 Selenge,50-54,Total,2015,71.0
 Selenge,50-54,Total,2014,59.9
 Selenge,50-54,Total,2013,73.5
 Selenge,50-54,Total,2012,81.8
 Selenge,50-54,Total,2011,83.5
 Selenge,50-54,Total,2010,84.8
 Selenge,50-54,Total,2009,69.4
 Selenge,50-54, Male,2025,86.2
 Selenge,50-54, Male,2024,55.3
 Selenge,50-54, Male,2023,35.2
 Selenge,50-54, Male,2022,58.1
 Selenge,50-54, Male,2021,49.8
 Selenge,50-54, Male,2020,52.9
 Selenge,50-54, Male,2019,75.5
 Selenge,50-54, Male,2018,83.3
 Selenge,50-54, Male,2017,85.1
 Selenge,50-54, Male,2016,67.2
 Selenge,50-54, Male,2015,81.6
 Selenge,50-54, Male,2014,69.2
 Selenge,50-54, Male,2013,80.6
 Selenge,50-54, Male,2012,84.8
 Selenge,50-54, Male,2011,83.5
 Selenge,50-54, Male,2010,92.6
 Selenge,50-54, Male,2009,73.4
 Selenge,50-54, Female,2025,89.8
 Selenge,50-54, Female,2024,74.1
 Selenge,50-54, Female,2023,31.2
 Selenge,50-54, Female,2022,52.7
 Selenge,50-54, Female,2021,58.4
 Selenge,50-54, Female,2020,59.3
 Selenge,50-54, Female,2019,52.6
 Selenge,50-54, Female,2018,78.8
 Selenge,50-54, Female,2017,76.7
 Selenge,50-54, Female,2016,63.0
 Selenge,50-54, Female,2015,62.2
 Selenge,50-54, Female,2014,48.2
 Selenge,50-54, Female,2013,67.2
 Selenge,50-54, Female,2012,79.2
 Selenge,50-54, Female,2011,83.6
 Selenge,50-54, Female,2010,78.4
 Selenge,50-54, Female,2009,65.8
 Selenge,55-59,Total,2025,48.4
 Selenge,55-59,Total,2024,43.4
 Selenge,55-59,Total,2023,24.2
 Selenge,55-59,Total,2022,35.1
 Selenge,55-59,Total,2021,45.0
 Selenge,55-59,Total,2020,47.0
 Selenge,55-59,Total,2019,52.7
 Selenge,55-59,Total,2018,55.2
 Selenge,55-59,Total,2017,46.8
 Selenge,55-59,Total,2016,42.9
 Selenge,55-59,Total,2015,28.6
 Selenge,55-59,Total,2014,35.6
 Selenge,55-59,Total,2013,48.5
 Selenge,55-59,Total,2012,43.3
 Selenge,55-59,Total,2011,75.0
 Selenge,55-59,Total,2010,57.6
 Selenge,55-59,Total,2009,54.5
 Selenge,55-59, Male,2025,60.9
 Selenge,55-59, Male,2024,67.2
 Selenge,55-59, Male,2023,33.0
 Selenge,55-59, Male,2022,34.1
 Selenge,55-59, Male,2021,59.0
 Selenge,55-59, Male,2020,61.4
 Selenge,55-59, Male,2019,72.5
 Selenge,55-59, Male,2018,77.6
 Selenge,55-59, Male,2017,66.4
 Selenge,55-59, Male,2016,50.0
 Selenge,55-59, Male,2015,53.0
 Selenge,55-59, Male,2014,43.4
 Selenge,55-59, Male,2013,55.8
 Selenge,55-59, Male,2012,77.9
 Selenge,55-59, Male,2011,95.7
 Selenge,55-59, Male,2010,66.4
 Selenge,55-59, Male,2009,54.9
 Selenge,55-59, Female,2025,35.2
 Selenge,55-59, Female,2024,21.3
 Selenge,55-59, Female,2023,16.1
 Selenge,55-59, Female,2022,35.8
 Selenge,55-59, Female,2021,30.9
 Selenge,55-59, Female,2020,37.6
 Selenge,55-59, Female,2019,36.1
 Selenge,55-59, Female,2018,37.8
 Selenge,55-59, Female,2017,28.9
 Selenge,55-59, Female,2016,36.1
 Selenge,55-59, Female,2015,6.2
 Selenge,55-59, Female,2014,29.3
 Selenge,55-59, Female,2013,37.6
 Selenge,55-59, Female,2012,28.2
 Selenge,55-59, Female,2011,56.8
 Selenge,55-59, Female,2010,49.6
 Selenge,55-59, Female,2009,54.2
 Selenge,60-64,Total,2025,24.6
 Selenge,60-64,Total,2024,16.9
 Selenge,60-64,Total,2023,15.9
 Selenge,60-64,Total,2022,18.5
 Selenge,60-64,Total,2021,4.7
 Selenge,60-64,Total,2020,13.5
 Selenge,60-64,Total,2019,15.0
 Selenge,60-64,Total,2018,33.6
 Selenge,60-64,Total,2017,27.9
 Selenge,60-64,Total,2016,19.4
 Selenge,60-64,Total,2015,12.1
 Selenge,60-64,Total,2014,4.1
 Selenge,60-64,Total,2013,22.4
 Selenge,60-64,Total,2012,32.7
 Selenge,60-64,Total,2011,58.9
 Selenge,60-64,Total,2010,49.6
 Selenge,60-64,Total,2009,83.9
 Selenge,60-64, Male,2025,36.6
 Selenge,60-64, Male,2024,21.0
 Selenge,60-64, Male,2023,20.8
 Selenge,60-64, Male,2022,17.0
 Selenge,60-64, Male,2021,8.2
 Selenge,60-64, Male,2020,27.8
 Selenge,60-64, Male,2019,25.1
 Selenge,60-64, Male,2018,34.4
 Selenge,60-64, Male,2017,30.3
 Selenge,60-64, Male,2016,25.7
 Selenge,60-64, Male,2015,14.9
 Selenge,60-64, Male,2014,10.0
 Selenge,60-64, Male,2013,16.0
 Selenge,60-64, Male,2012,47.1
 Selenge,60-64, Male,2011,60.2
 Selenge,60-64, Male,2010,63.9
 Selenge,60-64, Male,2009,87.0
 Selenge,60-64, Female,2025,14.9
 Selenge,60-64, Female,2024,14.3
 Selenge,60-64, Female,2023,13.1
 Selenge,60-64, Female,2022,20.0
 Selenge,60-64, Female,2021,2.9
 Selenge,60-64, Female,2020,5.7
 Selenge,60-64, Female,2019,4.5
 Selenge,60-64, Female,2018,32.7
 Selenge,60-64, Female,2017,25.3
 Selenge,60-64, Female,2016,15.1
 Selenge,60-64, Female,2015,8.8
 Selenge,60-64, Female,2014,0.0
 Selenge,60-64, Female,2013,28.4
 Selenge,60-64, Female,2012,15.7
 Selenge,60-64, Female,2011,57.2
 Selenge,60-64, Female,2010,36.4
 Selenge,60-64, Female,2009,79.1
 Selenge,65-69,Total,2025,10.7
 Selenge,65-69,Total,2024,14.7
 Selenge,65-69,Total,2023,4.6
 Selenge,65-69,Total,2022,5.2
 Selenge,65-69,Total,2021,2.0
 Selenge,65-69,Total,2020,10.2
 Selenge,65-69,Total,2019,24.5
 Selenge,65-69,Total,2018,25.1
 Selenge,65-69,Total,2017,14.1
 Selenge,65-69,Total,2016,10.1
 Selenge,65-69,Total,2015,8.6
 Selenge,65-69,Total,2014,0.0
 Selenge,65-69,Total,2013,15.6
 Selenge,65-69,Total,2012,19.8
 Selenge,65-69,Total,2011,34.0
 Selenge,65-69,Total,2010,50.3
 Selenge,65-69,Total,2009,26.8
 Selenge,65-69, Male,2025,16.7
 Selenge,65-69, Male,2024,21.5
 Selenge,65-69, Male,2023,8.3
 Selenge,65-69, Male,2022,4.2
 Selenge,65-69, Male,2021,0.0
 Selenge,65-69, Male,2020,12.1
 Selenge,65-69, Male,2019,17.5
 Selenge,65-69, Male,2018,15.1
 Selenge,65-69, Male,2017,0.0
 Selenge,65-69, Male,2016,7.2
 Selenge,65-69, Male,2015,9.1
 Selenge,65-69, Male,2014,0.0
 Selenge,65-69, Male,2013,8.6
 Selenge,65-69, Male,2012,23.3
 Selenge,65-69, Male,2011,32.2
 Selenge,65-69, Male,2010,45.7
 Selenge,65-69, Male,2009,41.5
 Selenge,65-69, Female,2025,3.9
 Selenge,65-69, Female,2024,9.4
 Selenge,65-69, Female,2023,0.0
 Selenge,65-69, Female,2022,7.0
 Selenge,65-69, Female,2021,4.6
 Selenge,65-69, Female,2020,8.9
 Selenge,65-69, Female,2019,32.0
 Selenge,65-69, Female,2018,37.0
 Selenge,65-69, Female,2017,24.0
 Selenge,65-69, Female,2016,12.9
 Selenge,65-69, Female,2015,8.2
 Selenge,65-69, Female,2014,0.0
 Selenge,65-69, Female,2013,24.5
 Selenge,65-69, Female,2012,15.7
 Selenge,65-69, Female,2011,36.7
 Selenge,65-69, Female,2010,55.7
 Selenge,65-69, Female,2009,14.7
 Selenge,70+,Total,2025,1.9
 Selenge,70+,Total,2024,8.6
 Selenge,70+,Total,2023,1.7
 Selenge,70+,Total,2022,0.0
 Selenge,70+,Total,2021,0.4
 Selenge,70+,Total,2020,7.1
 Selenge,70+,Total,2019,7.5
 Selenge,70+,Total,2018,3.1
 Selenge,70+,Total,2017,15.7
 Selenge,70+,Total,2016,8.2
 Selenge,70+,Total,2015,0.0
 Selenge,70+,Total,2014,2.4
 Selenge,70+,Total,2013,3.5
 Selenge,70+,Total,2012,20.8
 Selenge,70+,Total,2011,26.4
 Selenge,70+,Total,2010,3.4
 Selenge,70+,Total,2009,13.6
 Selenge,70+, Male,2025,1.3
 Selenge,70+, Male,2024,13.2
 Selenge,70+, Male,2023,0.0
 Selenge,70+, Male,2022,0.0
 Selenge,70+, Male,2021,0.7
 Selenge,70+, Male,2020,6.6
 Selenge,70+, Male,2019,14.9
 Selenge,70+, Male,2018,9.3
 Selenge,70+, Male,2017,17.2
 Selenge,70+, Male,2016,12.0
 Selenge,70+, Male,2015,0.0
 Selenge,70+, Male,2014,4.1
 Selenge,70+, Male,2013,7.1
 Selenge,70+, Male,2012,10.3
 Selenge,70+, Male,2011,38.7
 Selenge,70+, Male,2010,7.2
 Selenge,70+, Male,2009,0.0
 Selenge,70+, Female,2025,2.4
 Selenge,70+, Female,2024,2.8
 Selenge,70+, Female,2023,4.8
 Selenge,70+, Female,2022,0.0
 Selenge,70+, Female,2021,0.0
 Selenge,70+, Female,2020,7.4
 Selenge,70+, Female,2019,0.0
 Selenge,70+, Female,2018,0.0
 Selenge,70+, Female,2017,14.5
 Selenge,70+, Female,2016,5.0
 Selenge,70+, Female,2015,0.0
 Selenge,70+, Female,2014,0.0
 Selenge,70+, Female,2013,0.0
 Selenge,70+, Female,2012,26.4
 Selenge,70+, Female,2011,13.8
 Selenge,70+, Female,2010,0.0
 Selenge,70+, Female,2009,23.3
 Tuv,Total,Total,2025,50.5
 Tuv,Total,Total,2024,56.8
 Tuv,Total,Total,2023,73.0
 Tuv,Total,Total,2022,63.3
 Tuv,Total,Total,2021,66.8
 Tuv,Total,Total,2020,75.1
 Tuv,Total,Total,2019,70.1
 Tuv,Total,Total,2018,78.9
 Tuv,Total,Total,2017,79.6
 Tuv,Total,Total,2016,77.6
 Tuv,Total,Total,2015,77.2
 Tuv,Total,Total,2014,75.2
 Tuv,Total,Total,2013,75.3
 Tuv,Total,Total,2012,75.8
 Tuv,Total,Total,2011,79.4
 Tuv,Total,Total,2010,73.6
 Tuv,Total,Total,2009,75.4
 Tuv,Total, Male,2025,57.9
 Tuv,Total, Male,2024,62.4
 Tuv,Total, Male,2023,82.2
 Tuv,Total, Male,2022,67.4
 Tuv,Total, Male,2021,76.7
 Tuv,Total, Male,2020,80.7
 Tuv,Total, Male,2019,80.5
 Tuv,Total, Male,2018,83.6
 Tuv,Total, Male,2017,83.6
 Tuv,Total, Male,2016,80.0
 Tuv,Total, Male,2015,80.4
 Tuv,Total, Male,2014,80.7
 Tuv,Total, Male,2013,81.5
 Tuv,Total, Male,2012,79.9
 Tuv,Total, Male,2011,83.2
 Tuv,Total, Male,2010,78.4
 Tuv,Total, Male,2009,82.1
 Tuv,Total, Female,2025,43.6
 Tuv,Total, Female,2024,51.1
 Tuv,Total, Female,2023,64.4
 Tuv,Total, Female,2022,58.7
 Tuv,Total, Female,2021,57.0
 Tuv,Total, Female,2020,69.3
 Tuv,Total, Female,2019,60.9
 Tuv,Total, Female,2018,74.6
 Tuv,Total, Female,2017,75.5
 Tuv,Total, Female,2016,75.3
 Tuv,Total, Female,2015,73.9
 Tuv,Total, Female,2014,69.6
 Tuv,Total, Female,2013,69.4
 Tuv,Total, Female,2012,71.6
 Tuv,Total, Female,2011,75.5
 Tuv,Total, Female,2010,68.8
 Tuv,Total, Female,2009,69.7
 Tuv,15-19,Total,2025,9.7
 Tuv,15-19,Total,2024,3.1
 Tuv,15-19,Total,2023,8.1
 Tuv,15-19,Total,2022,12.7
 Tuv,15-19,Total,2021,22.9
 Tuv,15-19,Total,2020,37.8
 Tuv,15-19,Total,2019,20.5
 Tuv,15-19,Total,2018,23.9
 Tuv,15-19,Total,2017,13.5
 Tuv,15-19,Total,2016,10.9
 Tuv,15-19,Total,2015,34.1
 Tuv,15-19,Total,2014,27.9
 Tuv,15-19,Total,2013,20.0
 Tuv,15-19,Total,2012,43.5
 Tuv,15-19,Total,2011,35.6
 Tuv,15-19,Total,2010,26.4
 Tuv,15-19,Total,2009,28.6
 Tuv,15-19, Male,2025,16.6
 Tuv,15-19, Male,2024,6.0
 Tuv,15-19, Male,2023,18.5
 Tuv,15-19, Male,2022,24.1
 Tuv,15-19, Male,2021,29.5
 Tuv,15-19, Male,2020,49.9
 Tuv,15-19, Male,2019,26.5
 Tuv,15-19, Male,2018,32.6
 Tuv,15-19, Male,2017,18.3
 Tuv,15-19, Male,2016,15.1
 Tuv,15-19, Male,2015,39.0
 Tuv,15-19, Male,2014,41.4
 Tuv,15-19, Male,2013,25.5
 Tuv,15-19, Male,2012,48.3
 Tuv,15-19, Male,2011,36.4
 Tuv,15-19, Male,2010,27.9
 Tuv,15-19, Male,2009,39.6
 Tuv,15-19, Female,2025,1.4
 Tuv,15-19, Female,2024,0.0
 Tuv,15-19, Female,2023,2.9
 Tuv,15-19, Female,2022,1.3
 Tuv,15-19, Female,2021,13.0
 Tuv,15-19, Female,2020,22.5
 Tuv,15-19, Female,2019,16.8
 Tuv,15-19, Female,2018,16.9
 Tuv,15-19, Female,2017,7.8
 Tuv,15-19, Female,2016,5.8
 Tuv,15-19, Female,2015,27.9
 Tuv,15-19, Female,2014,8.5
 Tuv,15-19, Female,2013,16.0
 Tuv,15-19, Female,2012,38.1
 Tuv,15-19, Female,2011,34.6
 Tuv,15-19, Female,2010,24.2
 Tuv,15-19, Female,2009,20.7
 Tuv,20-24,Total,2025,31.3
 Tuv,20-24,Total,2024,32.9
 Tuv,20-24,Total,2023,60.1
 Tuv,20-24,Total,2022,51.8
 Tuv,20-24,Total,2021,43.8
 Tuv,20-24,Total,2020,75.8
 Tuv,20-24,Total,2019,60.8
 Tuv,20-24,Total,2018,70.6
 Tuv,20-24,Total,2017,73.6
 Tuv,20-24,Total,2016,70.2
 Tuv,20-24,Total,2015,71.6
 Tuv,20-24,Total,2014,68.7
 Tuv,20-24,Total,2013,67.9
 Tuv,20-24,Total,2012,67.6
 Tuv,20-24,Total,2011,75.7
 Tuv,20-24,Total,2010,73.7
 Tuv,20-24,Total,2009,71.8
 Tuv,20-24, Male,2025,56.6
 Tuv,20-24, Male,2024,28.0
 Tuv,20-24, Male,2023,72.2
 Tuv,20-24, Male,2022,58.3
 Tuv,20-24, Male,2021,62.5
 Tuv,20-24, Male,2020,77.6
 Tuv,20-24, Male,2019,73.8
 Tuv,20-24, Male,2018,67.2
 Tuv,20-24, Male,2017,78.1
 Tuv,20-24, Male,2016,74.0
 Tuv,20-24, Male,2015,86.7
 Tuv,20-24, Male,2014,76.8
 Tuv,20-24, Male,2013,75.6
 Tuv,20-24, Male,2012,77.3
 Tuv,20-24, Male,2011,85.3
 Tuv,20-24, Male,2010,84.7
 Tuv,20-24, Male,2009,78.2
 Tuv,20-24, Female,2025,7.4
 Tuv,20-24, Female,2024,37.8
 Tuv,20-24, Female,2023,37.2
 Tuv,20-24, Female,2022,39.7
 Tuv,20-24, Female,2021,19.9
 Tuv,20-24, Female,2020,72.5
 Tuv,20-24, Female,2019,41.0
 Tuv,20-24, Female,2018,75.0
 Tuv,20-24, Female,2017,69.5
 Tuv,20-24, Female,2016,66.7
 Tuv,20-24, Female,2015,51.2
 Tuv,20-24, Female,2014,59.8
 Tuv,20-24, Female,2013,60.4
 Tuv,20-24, Female,2012,55.5
 Tuv,20-24, Female,2011,62.1
 Tuv,20-24, Female,2010,59.5
 Tuv,20-24, Female,2009,66.1
 Tuv,25-29,Total,2025,79.1
 Tuv,25-29,Total,2024,83.9
 Tuv,25-29,Total,2023,98.1
 Tuv,25-29,Total,2022,77.8
 Tuv,25-29,Total,2021,83.5
 Tuv,25-29,Total,2020,94.7
 Tuv,25-29,Total,2019,79.0
 Tuv,25-29,Total,2018,85.8
 Tuv,25-29,Total,2017,83.8
 Tuv,25-29,Total,2016,90.7
 Tuv,25-29,Total,2015,79.4
 Tuv,25-29,Total,2014,77.9
 Tuv,25-29,Total,2013,86.5
 Tuv,25-29,Total,2012,81.6
 Tuv,25-29,Total,2011,90.4
 Tuv,25-29,Total,2010,87.8
 Tuv,25-29,Total,2009,86.2
 Tuv,25-29, Male,2025,100.0
 Tuv,25-29, Male,2024,98.2
 Tuv,25-29, Male,2023,100.0
 Tuv,25-29, Male,2022,90.8
 Tuv,25-29, Male,2021,93.3
 Tuv,25-29, Male,2020,97.6
 Tuv,25-29, Male,2019,100.0
 Tuv,25-29, Male,2018,92.4
 Tuv,25-29, Male,2017,87.9
 Tuv,25-29, Male,2016,98.3
 Tuv,25-29, Male,2015,88.7
 Tuv,25-29, Male,2014,85.5
 Tuv,25-29, Male,2013,98.6
 Tuv,25-29, Male,2012,89.1
 Tuv,25-29, Male,2011,95.2
 Tuv,25-29, Male,2010,92.1
 Tuv,25-29, Male,2009,100.0
 Tuv,25-29, Female,2025,61.2
 Tuv,25-29, Female,2024,62.8
 Tuv,25-29, Female,2023,95.8
 Tuv,25-29, Female,2022,58.7
 Tuv,25-29, Female,2021,74.2
 Tuv,25-29, Female,2020,91.1
 Tuv,25-29, Female,2019,52.9
 Tuv,25-29, Female,2018,80.6
 Tuv,25-29, Female,2017,79.4
 Tuv,25-29, Female,2016,81.4
 Tuv,25-29, Female,2015,68.3
 Tuv,25-29, Female,2014,68.5
 Tuv,25-29, Female,2013,71.7
 Tuv,25-29, Female,2012,73.7
 Tuv,25-29, Female,2011,85.5
 Tuv,25-29, Female,2010,84.3
 Tuv,25-29, Female,2009,75.0
 Tuv,30-34,Total,2025,90.9
 Tuv,30-34,Total,2024,75.4
 Tuv,30-34,Total,2023,93.5
 Tuv,30-34,Total,2022,81.2
 Tuv,30-34,Total,2021,77.1
 Tuv,30-34,Total,2020,86.5
 Tuv,30-34,Total,2019,95.0
 Tuv,30-34,Total,2018,89.6
 Tuv,30-34,Total,2017,90.6
 Tuv,30-34,Total,2016,90.9
 Tuv,30-34,Total,2015,87.7
 Tuv,30-34,Total,2014,85.8
 Tuv,30-34,Total,2013,86.2
 Tuv,30-34,Total,2012,90.6
 Tuv,30-34,Total,2011,91.9
 Tuv,30-34,Total,2010,89.5
 Tuv,30-34,Total,2009,90.9
 Tuv,30-34, Male,2025,94.6
 Tuv,30-34, Male,2024,81.0
 Tuv,30-34, Male,2023,92.7
 Tuv,30-34, Male,2022,85.8
 Tuv,30-34, Male,2021,94.6
 Tuv,30-34, Male,2020,90.3
 Tuv,30-34, Male,2019,91.4
 Tuv,30-34, Male,2018,100.0
 Tuv,30-34, Male,2017,100.0
 Tuv,30-34, Male,2016,95.2
 Tuv,30-34, Male,2015,91.8
 Tuv,30-34, Male,2014,97.1
 Tuv,30-34, Male,2013,94.5
 Tuv,30-34, Male,2012,95.6
 Tuv,30-34, Male,2011,91.9
 Tuv,30-34, Male,2010,96.2
 Tuv,30-34, Male,2009,96.3
 Tuv,30-34, Female,2025,86.1
 Tuv,30-34, Female,2024,68.0
 Tuv,30-34, Female,2023,94.4
 Tuv,30-34, Female,2022,75.3
 Tuv,30-34, Female,2021,53.5
 Tuv,30-34, Female,2020,80.4
 Tuv,30-34, Female,2019,97.2
 Tuv,30-34, Female,2018,77.9
 Tuv,30-34, Female,2017,82.0
 Tuv,30-34, Female,2016,85.7
 Tuv,30-34, Female,2015,83.6
 Tuv,30-34, Female,2014,74.3
 Tuv,30-34, Female,2013,77.2
 Tuv,30-34, Female,2012,84.7
 Tuv,30-34, Female,2011,91.8
 Tuv,30-34, Female,2010,83.1
 Tuv,30-34, Female,2009,85.1
 Tuv,35-39,Total,2025,88.5
 Tuv,35-39,Total,2024,89.3
 Tuv,35-39,Total,2023,96.5
 Tuv,35-39,Total,2022,88.8
 Tuv,35-39,Total,2021,84.1
 Tuv,35-39,Total,2020,82.5
 Tuv,35-39,Total,2019,84.6
 Tuv,35-39,Total,2018,90.0
 Tuv,35-39,Total,2017,95.1
 Tuv,35-39,Total,2016,94.4
 Tuv,35-39,Total,2015,94.8
 Tuv,35-39,Total,2014,94.4
 Tuv,35-39,Total,2013,89.1
 Tuv,35-39,Total,2012,91.5
 Tuv,35-39,Total,2011,89.8
 Tuv,35-39,Total,2010,90.9
 Tuv,35-39,Total,2009,93.3
 Tuv,35-39, Male,2025,87.5
 Tuv,35-39, Male,2024,88.6
 Tuv,35-39, Male,2023,95.3
 Tuv,35-39, Male,2022,87.1
 Tuv,35-39, Male,2021,95.9
 Tuv,35-39, Male,2020,89.0
 Tuv,35-39, Male,2019,85.1
 Tuv,35-39, Male,2018,94.1
 Tuv,35-39, Male,2017,96.6
 Tuv,35-39, Male,2016,92.1
 Tuv,35-39, Male,2015,100.0
 Tuv,35-39, Male,2014,96.7
 Tuv,35-39, Male,2013,88.9
 Tuv,35-39, Male,2012,93.2
 Tuv,35-39, Male,2011,97.8
 Tuv,35-39, Male,2010,98.5
 Tuv,35-39, Male,2009,100.0
 Tuv,35-39, Female,2025,89.3
 Tuv,35-39, Female,2024,90.1
 Tuv,35-39, Female,2023,98.1
 Tuv,35-39, Female,2022,90.6
 Tuv,35-39, Female,2021,74.3
 Tuv,35-39, Female,2020,80.0
 Tuv,35-39, Female,2019,84.2
 Tuv,35-39, Female,2018,86.5
 Tuv,35-39, Female,2017,93.6
 Tuv,35-39, Female,2016,96.5
 Tuv,35-39, Female,2015,90.3
 Tuv,35-39, Female,2014,92.3
 Tuv,35-39, Female,2013,89.2
 Tuv,35-39, Female,2012,89.2
 Tuv,35-39, Female,2011,84.3
 Tuv,35-39, Female,2010,84.1
 Tuv,35-39, Female,2009,86.8
 Tuv,40-44,Total,2025,82.7
 Tuv,40-44,Total,2024,84.3
 Tuv,40-44,Total,2023,98.4
 Tuv,40-44,Total,2022,88.4
 Tuv,40-44,Total,2021,84.3
 Tuv,40-44,Total,2020,76.6
 Tuv,40-44,Total,2019,90.4
 Tuv,40-44,Total,2018,96.0
 Tuv,40-44,Total,2017,94.4
 Tuv,40-44,Total,2016,95.0
 Tuv,40-44,Total,2015,92.3
 Tuv,40-44,Total,2014,90.4
 Tuv,40-44,Total,2013,95.8
 Tuv,40-44,Total,2012,95.7
 Tuv,40-44,Total,2011,94.5
 Tuv,40-44,Total,2010,95.5
 Tuv,40-44,Total,2009,100.0
 Tuv,40-44, Male,2025,89.1
 Tuv,40-44, Male,2024,95.5
 Tuv,40-44, Male,2023,100.0
 Tuv,40-44, Male,2022,90.1
 Tuv,40-44, Male,2021,81.7
 Tuv,40-44, Male,2020,82.2
 Tuv,40-44, Male,2019,96.0
 Tuv,40-44, Male,2018,97.9
 Tuv,40-44, Male,2017,100.0
 Tuv,40-44, Male,2016,93.4
 Tuv,40-44, Male,2015,92.6
 Tuv,40-44, Male,2014,93.2
 Tuv,40-44, Male,2013,98.4
 Tuv,40-44, Male,2012,96.6
 Tuv,40-44, Male,2011,98.4
 Tuv,40-44, Male,2010,97.8
 Tuv,40-44, Male,2009,100.0
 Tuv,40-44, Female,2025,75.0
 Tuv,40-44, Female,2024,74.4
 Tuv,40-44, Female,2023,96.2
 Tuv,40-44, Female,2022,86.0
 Tuv,40-44, Female,2021,86.9
 Tuv,40-44, Female,2020,71.0
 Tuv,40-44, Female,2019,85.8
 Tuv,40-44, Female,2018,94.1
 Tuv,40-44, Female,2017,89.2
 Tuv,40-44, Female,2016,96.7
 Tuv,40-44, Female,2015,92.1
 Tuv,40-44, Female,2014,87.8
 Tuv,40-44, Female,2013,92.8
 Tuv,40-44, Female,2012,94.8
 Tuv,40-44, Female,2011,89.8
 Tuv,40-44, Female,2010,93.2
 Tuv,40-44, Female,2009,100.0
 Tuv,45-49,Total,2025,84.8
 Tuv,45-49,Total,2024,87.5
 Tuv,45-49,Total,2023,97.5
 Tuv,45-49,Total,2022,84.2
 Tuv,45-49,Total,2021,87.0
 Tuv,45-49,Total,2020,93.0
 Tuv,45-49,Total,2019,89.9
 Tuv,45-49,Total,2018,92.6
 Tuv,45-49,Total,2017,93.5
 Tuv,45-49,Total,2016,91.8
 Tuv,45-49,Total,2015,92.2
 Tuv,45-49,Total,2014,92.4
 Tuv,45-49,Total,2013,90.5
 Tuv,45-49,Total,2012,89.6
 Tuv,45-49,Total,2011,93.8
 Tuv,45-49,Total,2010,92.5
 Tuv,45-49,Total,2009,92.7
 Tuv,45-49, Male,2025,86.9
 Tuv,45-49, Male,2024,88.2
 Tuv,45-49, Male,2023,100.0
 Tuv,45-49, Male,2022,87.4
 Tuv,45-49, Male,2021,81.2
 Tuv,45-49, Male,2020,88.4
 Tuv,45-49, Male,2019,90.7
 Tuv,45-49, Male,2018,94.8
 Tuv,45-49, Male,2017,96.2
 Tuv,45-49, Male,2016,95.8
 Tuv,45-49, Male,2015,92.7
 Tuv,45-49, Male,2014,93.0
 Tuv,45-49, Male,2013,95.3
 Tuv,45-49, Male,2012,89.8
 Tuv,45-49, Male,2011,95.7
 Tuv,45-49, Male,2010,93.9
 Tuv,45-49, Male,2009,95.4
 Tuv,45-49, Female,2025,82.7
 Tuv,45-49, Female,2024,86.6
 Tuv,45-49, Female,2023,95.9
 Tuv,45-49, Female,2022,81.4
 Tuv,45-49, Female,2021,97.5
 Tuv,45-49, Female,2020,97.2
 Tuv,45-49, Female,2019,89.0
 Tuv,45-49, Female,2018,91.1
 Tuv,45-49, Female,2017,90.7
 Tuv,45-49, Female,2016,88.8
 Tuv,45-49, Female,2015,91.6
 Tuv,45-49, Female,2014,92.0
 Tuv,45-49, Female,2013,86.9
